Overall Qual,Exter Qual,Kitchen Qual,Bsmt Qual,Gr Liv Area,Total Bsmt SF,1st Flr SF,Lot Area,Lot Frontage,Neighborhood,MS Zoning,Bldg Type,House Style,Year Built,Year Remod/Add,Full Bath,TotRms AbvGrd,Garage Cars,Garage Area,Fireplaces,Central Air,BsmtFin SF 1,Wood Deck SF,Open Porch SF,Mas Vnr Area,SalePrice
8,Gd,Gd,Ex,2826,1334.0,1520,11025,105.0,NoRidge,RL,1Fam,2Story,1992,1993,2,9,3.0,888.0,3,Y,1118.0,177,208,692.0,334000
8,Gd,Gd,Gd,2520,1338.0,1352,14541,,NoRidge,RL,1Fam,2Story,1993,1993,2,10,3.0,796.0,1,Y,1012.0,209,55,0.0,310000
7,Gd,Gd,Gd,2295,1095.0,1166,13346,,NoRidge,RL,1Fam,2Story,1992,2000,2,9,2.0,590.0,1,Y,728.0,0,40,0.0,268000
8,Gd,Gd,Gd,1624,1624.0,1624,12461,89.0,NoRidge,RL,1Fam,1Story,1994,1995,2,5,3.0,757.0,1,Y,1456.0,0,114,0.0,262000
7,Gd,Gd,Gd,1143,1143.0,1143,3628,34.0,Somerst,FV,TwnhsE,1Story,2004,2004,1,5,2.0,588.0,1,Y,0.0,0,191,0.0,176400
8,Gd,Gd,Gd,1247,1247.0,1247,3316,37.0,Somerst,FV,TwnhsE,1Story,2005,2005,1,4,2.0,550.0,1,Y,1039.0,0,84,0.0,197000
7,TA,Gd,Gd,1200,600.0,520,3180,30.0,Somerst,FV,TwnhsE,2Story,2005,2005,2,4,2.0,480.0,0,Y,0.0,0,166,0.0,151000
7,Gd,Gd,Gd,1223,600.0,520,2544,24.0,Somerst,FV,Twnhs,2Story,2005,2005,2,4,2.0,480.0,0,Y,0.0,0,166,0.0,147400
7,Gd,Gd,Gd,1223,600.0,520,2544,24.0,Somerst,FV,Twnhs,2Story,2005,2005,2,4,2.0,480.0,0,Y,0.0,0,166,0.0,149900
7,Gd,Gd,Gd,1200,600.0,520,3180,30.0,Somerst,FV,TwnhsE,2Story,2005,2005,2,4,2.0,480.0,0,Y,0.0,0,166,0.0,144152
6,Gd,Gd,Gd,1524,756.0,768,2998,,Somerst,FV,TwnhsE,2Story,2000,2000,2,4,2.0,440.0,0,Y,353.0,0,32,513.0,166000
7,Gd,Gd,Gd,1452,691.0,713,3735,35.0,Somerst,FV,TwnhsE,2Story,1999,1999,2,6,2.0,506.0,0,Y,450.0,0,34,218.0,183900
7,Gd,Gd,Gd,1382,673.0,673,2651,,Somerst,FV,Twnhs,2Story,2000,2000,2,6,2.0,490.0,0,Y,641.0,153,50,0.0,165000
7,Gd,Gd,Gd,1080,530.0,530,4447,,Somerst,FV,TwnhsE,2Story,2003,2003,2,4,2.0,496.0,0,Y,0.0,0,50,0.0,139000
7,Gd,Gd,Gd,1694,569.0,854,8314,114.0,Somerst,FV,1Fam,2Story,1997,1998,2,6,1.0,434.0,1,Y,0.0,0,382,0.0,200000
8,Gd,Gd,Gd,1568,1568.0,1568,7180,60.0,Somerst,FV,1Fam,1Story,2001,2002,2,6,2.0,564.0,1,Y,0.0,0,266,0.0,221000
8,Gd,Ex,Gd,1494,1494.0,1494,9549,30.0,Veenker,RL,TwnhsE,1Story,1995,1996,1,6,2.0,481.0,1,Y,437.0,0,30,0.0,270000
6,Gd,TA,Gd,1208,1208.0,1208,11250,,Veenker,RL,1Fam,1Story,1977,1977,1,6,2.0,546.0,1,Y,767.0,198,42,0.0,165000
8,Gd,TA,Gd,1235,1235.0,1235,3760,,Greens,RL,Twnhs,1Story,1980,1980,1,4,2.0,484.0,3,Y,1009.0,133,78,0.0,214000
8,Gd,Gd,Gd,1036,1036.0,1036,3640,36.0,Greens,RL,Twnhs,1Story,1980,1980,1,4,2.0,484.0,1,Y,860.0,133,108,0.0,188000
8,Gd,Gd,Gd,1226,1226.0,1226,3874,40.0,Greens,RL,TwnhsE,1Story,1980,1980,1,4,2.0,484.0,1,Y,807.0,133,78,0.0,190000
8,Gd,Gd,Gd,1226,1226.0,1226,3876,40.0,Greens,RL,Twnhs,1Story,1978,1978,1,4,2.0,484.0,1,Y,652.0,133,60,0.0,170000
9,Gd,Gd,Ex,1842,1842.0,1842,50271,68.0,Veenker,RL,1Fam,1Story,1981,1987,0,5,3.0,894.0,1,Y,1810.0,857,72,0.0,385000
5,TA,TA,Gd,1193,1153.0,1193,13110,79.0,NWAmes,RL,2fmCon,1Story,1972,1972,2,6,2.0,501.0,0,Y,962.0,140,153,144.0,146500
7,TA,Gd,TA,1920,570.0,1222,10192,102.0,NWAmes,RL,1Fam,SLvl,1968,1992,3,8,2.0,487.0,1,Y,0.0,0,98,143.0,170000
7,TA,TA,TA,2156,1568.0,2156,20781,,NWAmes,RL,1Fam,1Story,1968,2003,2,9,2.0,508.0,1,Y,297.0,0,80,0.0,262500
6,TA,TA,TA,1416,708.0,708,11700,90.0,NWAmes,RL,1Fam,2Story,1968,1968,2,7,2.0,776.0,1,Y,404.0,0,169,420.0,179900
6,TA,Gd,TA,2654,1054.0,1512,11029,,NWAmes,RL,1Fam,2Story,1968,1984,2,9,2.0,619.0,1,Y,619.0,0,65,220.0,250000
6,TA,TA,TA,1790,732.0,1012,10400,80.0,NWAmes,RL,1Fam,2Story,1972,1972,1,8,2.0,484.0,1,Y,247.0,148,0,288.0,165150
7,TA,TA,TA,1334,1334.0,1334,10140,78.0,NWAmes,RL,1Fam,1Story,1967,1967,2,7,2.0,477.0,0,Y,553.0,0,20,264.0,164500
7,TA,TA,TA,1164,1164.0,1164,9600,80.0,NWAmes,RL,1Fam,1Story,1969,1969,1,6,2.0,528.0,0,Y,0.0,0,0,168.0,140000
5,TA,TA,TA,980,980.0,980,9750,75.0,NAmes,RL,1Fam,SLvl,1967,1967,2,6,1.0,384.0,0,Y,400.0,68,0,0.0,135500
5,TA,TA,TA,1051,1051.0,1051,9600,80.0,NAmes,RL,1Fam,1Story,1968,1968,1,6,2.0,504.0,0,Y,758.0,0,0,0.0,142000
5,TA,TA,Gd,1770,900.0,884,8640,72.0,NAmes,RL,1Fam,2Story,1968,1968,1,7,2.0,530.0,0,Y,361.0,0,60,300.0,155000
6,TA,Gd,TA,976,976.0,976,9360,78.0,NAmes,RL,1Fam,1Story,1968,2004,1,4,2.0,504.0,1,Y,760.0,94,0,203.0,157500
5,TA,TA,TA,1052,1052.0,1052,8400,70.0,NAmes,RL,1Fam,1Story,1968,1968,1,5,1.0,288.0,0,Y,1016.0,356,0,168.0,138500
5,TA,TA,Gd,898,833.0,898,8400,70.0,NAmes,RL,1Fam,SFoyer,1968,1968,1,6,1.0,326.0,0,Y,744.0,143,0,0.0,140000
5,TA,TA,TA,1051,1051.0,1051,9759,,NAmes,RL,1Fam,1Story,1966,1966,1,6,1.0,264.0,0,Y,799.0,182,88,0.0,124400
5,TA,TA,TA,1141,1141.0,1141,9600,80.0,NAmes,RL,1Fam,SLvl,1967,1967,1,6,1.0,568.0,0,Y,602.0,0,78,140.0,158000
5,TA,Gd,TA,1200,864.0,1200,9230,71.0,NAmes,RL,1Fam,1Story,1965,1998,1,6,2.0,884.0,0,Y,661.0,0,64,166.0,146000
6,TA,TA,TA,1993,825.0,1097,14803,,NWAmes,RL,1Fam,2Story,1971,1971,2,8,2.0,495.0,1,Y,416.0,0,66,252.0,190000
5,TA,TA,TA,1050,1050.0,1050,10659,,NAmes,RL,1Fam,1Story,1961,1961,1,6,1.0,368.0,0,Y,915.0,0,319,0.0,136500
5,TA,TA,TA,864,864.0,864,9100,70.0,NAmes,RL,1Fam,1Story,1958,1958,1,5,2.0,624.0,0,Y,521.0,0,0,0.0,129900
5,TA,TA,TA,1712,1626.0,1712,8393,70.0,NAmes,RL,Duplex,1Story,1959,2005,2,8,2.0,588.0,0,Y,528.0,272,54,122.0,145000
6,TA,Gd,TA,1565,1187.0,1565,8800,80.0,NAmes,RL,2fmCon,1Story,1965,2000,2,7,1.0,299.0,2,Y,901.0,200,25,0.0,185900
6,TA,TA,TA,1251,1251.0,1251,8800,80.0,NAmes,RL,1Fam,1Story,1964,1964,1,6,1.0,461.0,2,Y,553.0,0,116,425.0,160000
6,TA,TA,TA,1488,1008.0,1488,10368,,NAmes,RL,1Fam,1Story,1964,1964,1,7,2.0,430.0,1,Y,260.0,154,60,112.0,167000
5,TA,TA,TA,1440,720.0,720,9350,85.0,NAmes,RL,1Fam,2Story,1964,1964,1,7,2.0,480.0,1,Y,360.0,0,32,0.0,157500
6,TA,TA,TA,1095,588.0,1095,10382,75.0,NAmes,RL,2fmCon,SLvl,1958,1958,1,6,1.0,264.0,0,Y,513.0,0,0,105.0,140000
5,TA,Ex,TA,1053,1008.0,1053,8973,69.0,NAmes,RL,1Fam,1Story,1958,1991,1,6,2.0,750.0,0,Y,567.0,0,80,85.0,150000
5,TA,TA,TA,1248,1248.0,1248,10800,80.0,NAmes,RL,1Fam,1Story,1960,1960,1,6,1.0,286.0,0,Y,632.0,0,0,88.0,151500
6,TA,TA,TA,816,816.0,816,8550,60.0,NAmes,RL,1Fam,1Story,1934,1950,1,4,1.0,240.0,1,Y,574.0,228,0,0.0,129800
5,TA,TA,TA,1008,1008.0,1008,11425,,NAmes,RL,1Fam,1Story,1954,1954,1,4,1.0,275.0,1,Y,486.0,0,0,0.0,137000
5,TA,TA,TA,1043,938.0,1043,9724,68.0,NAmes,RL,1Fam,1Story,1947,1950,1,5,1.0,273.0,1,Y,0.0,125,48,0.0,137000
4,TA,TA,TA,1230,747.0,774,4712,51.0,BrkSide,RL,1Fam,1.5Fin,1946,1950,1,5,1.0,305.0,0,Y,384.0,0,57,0.0,121600
4,TA,Fa,Gd,869,440.0,869,5900,51.0,BrkSide,RL,1Fam,1Story,1923,1958,1,4,0.0,0.0,0,Y,0.0,0,0,0.0,85500
4,TA,TA,Fa,747,600.0,747,5825,52.0,BrkSide,RL,1Fam,1Story,1926,1953,1,5,2.0,528.0,0,Y,0.0,0,0,108.0,79900
5,TA,TA,Fa,1252,504.0,936,7438,92.0,BrkSide,RL,1Fam,1.5Fin,1908,1991,1,5,2.0,576.0,0,Y,0.0,104,0,0.0,127000
5,TA,TA,TA,1433,1251.0,1433,9600,80.0,NAmes,RL,1Fam,1Story,1961,1990,1,7,2.0,441.0,1,Y,915.0,144,0,0.0,161000
5,TA,TA,TA,1624,1444.0,1624,10858,89.0,NAmes,RL,1Fam,1Story,1952,1952,1,6,1.0,240.0,1,Y,40.0,0,40,150.0,146500
5,TA,TA,TA,1216,1056.0,1216,9600,80.0,NAmes,RL,1Fam,1Story,1951,1951,1,7,1.0,280.0,0,Y,996.0,0,0,144.0,135000
5,TA,TA,TA,2136,2136.0,2136,10680,89.0,NAmes,RL,1Fam,1Story,1951,1951,2,7,2.0,528.0,0,N,756.0,0,30,44.0,137900
6,TA,Fa,TA,1578,806.0,958,9490,79.0,NAmes,RL,1Fam,1.5Fin,1941,1950,1,5,1.0,240.0,2,Y,403.0,0,0,0.0,133000
5,TA,TA,TA,1728,704.0,1024,9462,79.0,NAmes,RL,1Fam,2Story,1949,1973,1,7,1.0,234.0,1,Y,0.0,245,60,0.0,137000
5,TA,TA,TA,936,936.0,936,9888,82.0,NAmes,RL,1Fam,1Story,1954,1975,1,5,1.0,240.0,0,Y,486.0,0,0,0.0,121000
5,TA,TA,TA,1584,1584.0,1584,8917,,NAmes,RL,Duplex,1Story,1967,1967,2,8,2.0,506.0,0,Y,0.0,0,0,0.0,119000
6,TA,TA,TA,1246,1246.0,1246,12700,,NAmes,RL,1Fam,SLvl,1964,1964,1,6,2.0,441.0,2,Y,939.0,0,69,0.0,172000
5,TA,TA,TA,1235,1235.0,1235,8500,85.0,NAmes,RL,1Fam,1Story,1961,1961,1,6,2.0,480.0,0,Y,600.0,0,0,203.0,98600
7,TA,Gd,TA,2157,924.0,1216,14200,88.0,NAmes,RL,1Fam,2Story,1966,1966,2,8,2.0,487.0,2,Y,445.0,105,66,309.0,226000
5,TA,TA,TA,1128,936.0,1128,9000,75.0,NAmes,RL,1Fam,1Story,1954,1954,1,5,1.0,286.0,0,Y,812.0,0,0,0.0,118000
8,Gd,Gd,TA,3112,1360.0,1360,25419,174.0,NAmes,RL,1Fam,2Story,1918,1990,2,8,2.0,795.0,1,Y,1036.0,0,16,0.0,235000
6,TA,TA,TA,1008,1008.0,1008,9723,109.0,NAmes,RL,1Fam,1Story,1963,1963,1,5,2.0,430.0,0,Y,0.0,0,0,332.0,135000
5,TA,TA,TA,1190,1106.0,1190,7728,70.0,NAmes,RL,Duplex,SLvl,1962,1962,1,6,2.0,540.0,0,Y,803.0,0,18,120.0,132500
5,TA,TA,TA,1144,1144.0,1144,8163,70.0,NAmes,RL,1Fam,SLvl,1959,1959,1,6,1.0,796.0,1,Y,748.0,86,0,128.0,143000
5,TA,TA,Fa,1364,1179.0,1364,8400,70.0,NAmes,RL,1Fam,1Story,1957,1957,1,6,1.0,331.0,1,Y,623.0,0,60,0.0,132000
6,TA,TA,TA,1383,1383.0,1383,11600,80.0,NAmes,RL,1Fam,1Story,1960,1960,1,7,1.0,292.0,0,Y,565.0,0,45,175.0,145250
6,TA,TA,TA,1336,1121.0,1336,9610,,NAmes,RL,1Fam,1Story,1958,1958,1,7,2.0,488.0,1,Y,203.0,80,0,632.0,162000
5,TA,TA,TA,1370,1058.0,1370,10000,125.0,NAmes,RL,1Fam,SLvl,1956,1956,1,6,1.0,300.0,1,Y,678.0,191,0,272.0,148000
5,TA,TA,TA,1092,1092.0,1092,14850,69.0,NAmes,RL,1Fam,1Story,1957,1957,1,6,1.0,299.0,1,Y,895.0,268,0,0.0,141000
6,TA,TA,TA,1124,1124.0,1124,10152,72.0,NAmes,RL,1Fam,1Story,1956,1994,1,6,1.0,353.0,1,Y,914.0,0,211,0.0,153000
5,TA,Gd,TA,1236,1070.0,1236,10011,72.0,NAmes,RL,1Fam,1Story,1957,1996,1,6,1.0,447.0,1,Y,360.0,0,0,64.0,134450
5,TA,TA,Gd,943,943.0,943,7032,,NAmes,RL,Duplex,SFoyer,1979,1979,1,4,2.0,600.0,2,Y,943.0,42,0,0.0,135960
6,TA,Gd,TA,1050,1050.0,1050,8092,70.0,NAmes,RL,1Fam,1Story,1954,2000,1,6,1.0,286.0,0,Y,824.0,0,0,176.0,156000
6,TA,TA,TA,1375,1367.0,1375,11310,75.0,NAmes,RL,1Fam,1Story,1954,1954,1,5,2.0,451.0,1,Y,0.0,0,30,0.0,140000
5,TA,TA,TA,1008,1008.0,1008,12778,66.0,NAmes,RL,1Fam,1Story,1952,2003,1,4,1.0,280.0,0,Y,658.0,0,154,0.0,139500
6,TA,Gd,TA,1575,216.0,1575,10170,75.0,NAmes,RL,1Fam,1Story,1951,1951,1,5,2.0,400.0,1,Y,0.0,0,0,522.0,155000
5,TA,TA,Gd,1145,301.0,1145,7700,55.0,NAmes,RL,1Fam,SLvl,1956,1956,1,6,2.0,684.0,0,Y,271.0,0,0,0.0,127000
5,TA,TA,TA,1005,1005.0,1005,11050,65.0,NAmes,RL,1Fam,1Story,1956,1956,1,6,1.0,319.0,1,Y,488.0,0,0,0.0,133500
5,TA,TA,TA,1056,1056.0,1056,13600,80.0,NAmes,RL,1Fam,1Story,1955,1955,1,6,1.0,300.0,0,Y,144.0,0,0,0.0,125000
5,TA,TA,TA,884,884.0,884,15428,85.0,NAmes,RL,1Fam,1Story,1951,1991,1,4,1.0,270.0,0,Y,741.0,0,0,0.0,142000
7,Gd,TA,TA,2039,929.0,2039,21299,118.0,NAmes,RL,1Fam,1Story,1941,1963,1,7,3.0,791.0,3,Y,0.0,0,0,0.0,167000
5,TA,TA,TA,1384,1015.0,1384,13300,70.0,NAmes,RL,1Fam,1Story,1956,2001,1,6,2.0,896.0,0,Y,494.0,75,0,0.0,159000
5,TA,TA,TA,2640,2171.0,1392,22136,94.0,OldTown,RL,2fmCon,1.5Fin,1925,1975,2,10,3.0,1008.0,1,Y,1018.0,631,48,0.0,180000
6,TA,TA,TA,1312,784.0,900,7500,50.0,NAmes,RL,1Fam,1.5Fin,1947,1950,1,6,2.0,649.0,0,Y,0.0,0,28,0.0,127000
6,TA,TA,Fa,1310,617.0,865,7000,50.0,OldTown,RL,1Fam,1.5Fin,1924,1950,2,6,1.0,398.0,0,Y,617.0,0,0,0.0,112000
3,TA,Gd,TA,713,713.0,713,10410,60.0,OldTown,RL,1Fam,1Story,1930,2001,1,5,1.0,371.0,0,Y,0.0,0,75,0.0,99800
5,TA,Gd,TA,833,833.0,833,5400,90.0,OldTown,RL,1Fam,1Story,1954,2000,1,4,1.0,326.0,0,Y,415.0,0,0,0.0,117000
5,TA,TA,TA,1073,1073.0,1073,5400,60.0,OldTown,RL,1Fam,1Story,1921,1968,1,4,1.0,326.0,0,Y,0.0,0,0,0.0,108480
3,TA,TA,TA,715,715.0,715,10914,60.0,NAmes,RL,1Fam,1Story,1929,1950,1,4,2.0,660.0,0,N,0.0,0,0,0.0,68000
4,TA,Fa,Fa,720,448.0,448,7008,60.0,OldTown,RL,1Fam,1.5Fin,1900,1998,1,5,1.0,280.0,0,Y,0.0,0,0,0.0,86900
5,TA,TA,TA,1130,1120.0,1130,10800,60.0,OldTown,RL,1Fam,1Story,1920,1950,1,5,2.0,720.0,1,Y,821.0,229,0,0.0,120000
6,TA,TA,TA,1595,663.0,774,7200,60.0,OldTown,RL,1Fam,2Story,1915,1950,2,7,2.0,528.0,1,Y,338.0,49,0,0.0,155500
4,TA,TA,Fa,1760,1077.0,981,10818,60.0,OldTown,RL,1Fam,1.5Fin,1910,1950,1,7,2.0,648.0,1,Y,0.0,120,0,0.0,80000
3,TA,TA,TA,1214,672.0,694,10410,60.0,OldTown,RL,1Fam,1.5Fin,1915,1950,1,6,3.0,936.0,0,Y,0.0,216,0,0.0,105000
5,TA,TA,TA,2414,954.0,1766,10800,60.0,OldTown,RL,2fmCon,1.5Fin,1900,1970,2,10,2.0,520.0,1,N,664.0,142,0,0.0,160000
5,TA,Gd,Fa,1466,796.0,1096,10800,60.0,OldTown,RL,1Fam,1.5Fin,1936,1989,2,7,2.0,566.0,1,Y,626.0,436,21,0.0,170000
6,TA,TA,TA,1324,1088.0,1324,8658,84.0,NAmes,RL,1Fam,1Story,1965,1965,2,6,2.0,440.0,1,Y,643.0,0,138,101.0,160000
5,TA,TA,TA,1086,1024.0,1086,13400,85.0,NAmes,RL,1Fam,SLvl,1966,1966,1,6,2.0,484.0,1,Y,516.0,0,0,1047.0,159950
6,TA,TA,TA,1146,1083.0,1146,10184,83.0,NAmes,RL,1Fam,SLvl,1963,1963,1,6,1.0,294.0,1,Y,580.0,345,75,379.0,165000
6,TA,Gd,TA,1734,912.0,1085,9786,77.0,NAmes,RL,1Fam,1.5Fin,1962,1981,1,7,2.0,440.0,1,Y,600.0,0,0,0.0,159000
6,TA,TA,TA,1207,1135.0,1207,9510,77.0,NAmes,RL,1Fam,1Story,1962,1985,1,6,1.0,264.0,0,Y,701.0,0,240,161.0,147000
5,TA,TA,TA,912,912.0,912,7800,66.0,NAmes,RL,1Fam,1Story,1964,1964,1,5,1.0,288.0,0,Y,312.0,0,0,0.0,115000
6,TA,TA,TA,1194,655.0,1194,8910,79.0,NAmes,RL,1Fam,1Story,1959,1959,1,6,2.0,539.0,1,Y,655.0,0,0,0.0,159500
6,TA,Gd,TA,864,864.0,864,7332,60.0,NAmes,RL,1Fam,1Story,1959,1959,1,4,1.0,288.0,0,Y,414.0,168,0,207.0,120000
5,TA,TA,TA,816,816.0,816,7100,73.0,NAmes,RL,1Fam,1Story,1957,1957,1,5,1.0,308.0,0,Y,708.0,0,0,0.0,129900
6,TA,TA,TA,1773,1313.0,1773,10800,80.0,NAmes,RL,1Fam,1Story,1961,1992,2,6,2.0,418.0,2,Y,913.0,355,98,104.0,183000
7,TA,Gd,,1472,0.0,1472,11650,86.0,NAmes,RL,1Fam,1Story,1959,1959,2,5,2.0,484.0,1,Y,0.0,0,68,58.0,157500
7,TA,TA,TA,2448,1438.0,1900,18275,,NAmes,RL,1Fam,2Story,1962,1998,3,9,2.0,441.0,2,Y,636.0,520,102,0.0,277500
5,TA,TA,TA,1600,1484.0,1600,16321,47.0,NAmes,RL,1Fam,1Story,1957,1997,1,6,1.0,319.0,2,Y,1277.0,288,258,0.0,207500
4,TA,Gd,TA,1521,910.0,910,12144,60.0,NAmes,RL,1Fam,1.5Fin,1950,1950,1,6,1.0,597.0,0,Y,455.0,199,0,0.0,147500
4,TA,TA,TA,1192,720.0,720,10800,60.0,NAmes,RL,1Fam,1.5Fin,1949,1950,1,6,0.0,0.0,0,N,0.0,0,0,0.0,135000
5,TA,TA,,1040,0.0,1040,7200,60.0,NAmes,RL,1Fam,1Story,1950,1950,1,5,2.0,625.0,0,Y,0.0,0,0,0.0,109500
4,TA,TA,,1040,0.0,1040,7200,60.0,NAmes,RL,1Fam,1Story,1950,1950,1,4,2.0,420.0,0,Y,0.0,0,29,0.0,109900
5,TA,TA,TA,1040,1040.0,1040,7560,70.0,NAmes,RL,1Fam,1Story,1959,1959,1,6,1.0,286.0,0,Y,369.0,140,0,0.0,133700
3,TA,TA,,1040,0.0,1040,8544,60.0,NAmes,RL,Duplex,1Story,1950,1950,2,6,2.0,400.0,0,N,0.0,0,0,0.0,81400
3,TA,TA,,1040,0.0,1040,8544,,NAmes,RL,Duplex,1Story,1949,1950,2,6,2.0,400.0,0,N,0.0,0,0,340.0,87500
3,TA,TA,,1040,0.0,1040,8544,60.0,NAmes,RL,Duplex,1Story,1950,1950,2,6,2.0,400.0,0,N,0.0,0,0,0.0,93500
5,TA,TA,TA,1556,1556.0,1556,8512,75.0,NAmes,RL,Duplex,1Story,1960,1960,2,8,0.0,0.0,0,Y,0.0,0,0,0.0,119000
5,TA,TA,TA,1150,1150.0,1150,7945,70.0,NAmes,RL,1Fam,1Story,1959,1959,1,6,1.0,300.0,0,Y,179.0,0,0,0.0,141000
5,TA,TA,TA,1150,1150.0,1150,7000,70.0,NAmes,RL,1Fam,1Story,1961,1961,1,6,1.0,288.0,0,Y,781.0,0,0,0.0,146000
6,TA,TA,TA,1348,660.0,660,7590,69.0,NAmes,RL,1Fam,2Story,1966,1966,1,6,2.0,453.0,1,Y,512.0,188,108,266.0,155000
5,TA,TA,TA,999,925.0,999,10205,69.0,NAmes,RL,1Fam,SFoyer,1962,1962,1,6,1.0,300.0,0,Y,784.0,150,72,0.0,134500
7,TA,TA,TA,1045,1045.0,1045,7400,74.0,NAmes,RL,1Fam,1Story,1962,1962,1,6,2.0,528.0,0,Y,809.0,0,0,0.0,120000
5,TA,TA,TA,864,864.0,864,7000,70.0,NAmes,RL,1Fam,1Story,1962,1962,1,5,1.0,336.0,0,Y,468.0,0,0,0.0,105000
5,TA,TA,TA,1025,1025.0,1025,7000,70.0,NAmes,RL,2fmCon,SFoyer,1962,1962,1,6,0.0,0.0,0,Y,953.0,96,80,0.0,124000
5,Gd,TA,Fa,2014,716.0,1007,9856,62.0,OldTown,RM,1Fam,2Story,1900,2005,2,8,2.0,624.0,0,Y,0.0,0,72,0.0,169000
4,TA,TA,TA,1328,686.0,810,9906,57.0,OldTown,RM,1Fam,2Story,1925,1950,1,8,1.0,210.0,0,N,0.0,0,172,0.0,107000
5,TA,TA,TA,1668,1212.0,1226,9600,60.0,OldTown,RM,1Fam,1.5Fin,1948,1950,1,6,1.0,240.0,0,Y,276.0,0,0,264.0,135000
4,TA,Fa,TA,1657,1147.0,1147,5520,60.0,OldTown,RM,1Fam,1.5Fin,1920,1980,1,9,1.0,162.0,1,N,284.0,0,0,0.0,111500
6,TA,Gd,TA,1416,780.0,940,9600,60.0,OldTown,RM,1Fam,1.5Fin,1900,2004,1,7,2.0,400.0,0,Y,381.0,0,24,0.0,156500
7,TA,Ex,TA,1641,728.0,832,9600,60.0,OldTown,RM,1Fam,2Story,1925,1990,1,6,2.0,546.0,1,Y,16.0,0,0,0.0,178000
7,TA,TA,TA,1428,712.0,848,6451,58.0,OldTown,RM,1Fam,2Story,1900,1970,1,7,2.0,576.0,0,Y,208.0,264,0,0.0,139900
7,TA,Gd,TA,1004,502.0,502,3960,66.0,OldTown,RM,1Fam,2Story,1930,1950,1,5,1.0,200.0,1,N,0.0,280,0,0.0,105000
6,TA,Gd,TA,813,813.0,813,5684,70.0,OldTown,RM,1Fam,1Story,1930,2005,1,5,1.0,270.0,0,Y,0.0,0,113,0.0,110000
4,Gd,Fa,TA,1951,938.0,1084,7745,56.0,OldTown,RM,2fmCon,1.5Fin,1900,1950,2,9,2.0,576.0,0,N,0.0,0,6,0.0,111500
6,TA,TA,TA,1032,1032.0,1032,7741,56.0,OldTown,RM,1Fam,1Story,1924,1950,1,5,1.0,280.0,0,N,143.0,0,0,0.0,108000
5,TA,TA,TA,844,844.0,844,5633,50.0,OldTown,RM,1Fam,1Story,1925,1950,1,5,1.0,216.0,0,Y,0.0,50,81,0.0,111500
5,TA,Ex,Fa,1750,636.0,1089,9000,50.0,OldTown,RM,1Fam,2Story,1880,1991,1,8,1.0,240.0,0,Y,0.0,0,0,0.0,124000
4,TA,TA,TA,864,576.0,864,7200,60.0,OldTown,RM,1Fam,1Story,1950,1950,1,5,1.0,528.0,0,Y,0.0,0,0,0.0,105000
6,TA,TA,Fa,1118,648.0,734,4400,40.0,OldTown,RM,1Fam,1.5Fin,1920,1950,1,6,2.0,440.0,0,Y,0.0,0,0,0.0,116000
3,TA,TA,TA,1376,738.0,714,7614,42.0,OldTown,RM,1Fam,2Story,1905,1950,1,7,1.0,216.0,0,Y,0.0,0,0,0.0,96900
5,TA,TA,TA,960,960.0,960,6000,50.0,OldTown,RM,2fmCon,1Story,1955,1955,1,5,2.0,576.0,0,Y,576.0,0,0,0.0,135500
5,TA,Gd,TA,1566,816.0,816,6000,50.0,OldTown,RM,1Fam,1.5Fin,1924,1950,1,7,2.0,450.0,0,Y,0.0,24,0,145.0,139000
3,TA,TA,Fa,492,492.0,492,7830,52.0,OldTown,RM,1Fam,1Story,1921,1950,1,3,1.0,200.0,0,Y,416.0,0,0,0.0,61500
6,TA,TA,Fa,1182,770.0,885,9576,56.0,OldTown,RM,1Fam,1.5Fin,1945,1950,1,5,1.0,378.0,0,Y,310.0,0,0,0.0,120000
3,TA,TA,TA,1163,1162.0,1163,5820,49.0,OldTown,RM,1Fam,1Story,1955,2005,1,6,1.0,220.0,0,Y,256.0,142,98,0.0,126175
3,TA,Fa,TA,840,798.0,840,5747,48.0,OldTown,RM,1Fam,1Story,1920,1950,1,5,1.0,250.0,0,Y,0.0,112,0,0.0,64000
6,TA,Fa,Fa,1928,1020.0,908,9142,69.0,OldTown,RM,2fmCon,2Story,1910,1950,2,9,1.0,440.0,0,N,0.0,0,60,0.0,137000
4,TA,TA,TA,1774,1095.0,1095,9600,60.0,OldTown,RM,1Fam,2Story,1900,1950,2,8,3.0,779.0,0,N,0.0,0,0,0.0,87000
7,TA,TA,Gd,1768,880.0,880,10800,60.0,OldTown,RM,1Fam,2.5Unf,1914,1970,1,6,2.0,320.0,2,N,390.0,0,341,0.0,163000
7,TA,TA,TA,2104,1226.0,1226,6300,70.0,OldTown,RM,1Fam,2.5Unf,1910,2005,2,9,2.0,432.0,0,Y,0.0,0,341,0.0,155000
5,TA,TA,TA,1440,540.0,889,5000,63.0,OldTown,RM,1Fam,1.5Fin,1900,1950,1,6,1.0,352.0,0,N,0.0,0,0,0.0,79000
7,TA,TA,TA,1690,815.0,815,8850,65.0,OldTown,RM,1Fam,2.5Unf,1916,1950,1,7,1.0,225.0,1,Y,0.0,0,0,0.0,144000
6,TA,TA,TA,1368,684.0,684,3600,60.0,OldTown,RM,1Fam,2Story,1910,1993,1,7,1.0,216.0,0,N,0.0,0,158,0.0,114504
